Date,Actual_Savings_Rate,Predicted_Savings_Rate_Smoothed
2022-01-10,1.0,0.6010881533207941
2022-02-01,1.0,0.03147988784094402
2022-02-03,0.9960127591706538,-0.15838953398567268
2022-02-05,0.9910287081339713,-0.25332424489898103
2022-02-07,0.9801770334928228,-0.31028507144696604
2022-02-09,0.983480861244019,-0.34825895581228944
2022-02-11,0.9858407382091592,-0.3753831589303775
2022-10-03,0.9858407382091592,-0.5099911560722606
2022-12-08,0.9858407382091592,-0.5520336315168771
2022-12-16,0.9875495557074504,-0.34077651923864666
2022-12-20,0.9909671907040328,-0.1135321381378536
2022-12-22,0.928272021375416,0.023089528153683387
2022-12-28,0.928272021375416,0.20168383526402556
2023-01-03,0.928272021375416,0.4439896759240548
2023-01-05,0.928272021375416,0.6399571767748586
2023-01-07,0.887133608282411,0.6819939649052695
2023-01-09,0.8500635829622453,0.47939387662351945
2023-01-19,0.8500635829622453,0.2521446549287318
2023-01-29,0.9217915615868293,0.4042233788726512
2023-01-31,0.9217915615868293,0.22562902035070267
2023-02-12,0.9217915615868293,-0.004195228987101293
2023-02-16,0.9217915615868293,-0.22830154294920074
2023-02-18,0.9404521349980124,-0.04326976953237322
2023-02-20,0.8352030297513894,-0.10044127654199782
2023-02-22,0.566167191764537,0.0073215298482544044
2023-02-24,0.566167191764537,-0.28134894817875383
2023-03-02,0.566167191764537,-0.28135624769656065
2023-03-04,0.566167191764537,-0.2938382374830605
2023-03-08,0.4955806690156305,-0.29392520139675266
2023-03-20,0.5180585086974524,-0.47895505685391004
2023-03-22,0.5529281739764521,-0.32082049684817376
2023-03-26,0.8219640119633045,-0.29242212323987465
2023-04-07,0.8219640119633045,-0.24886581183560677
2023-04-09,0.7682249917181012,-0.24885883227634334
2023-04-11,0.7682249917181012,-0.024909244574363245
2023-04-13,0.8388115144670076,0.21862063280171554
2023-04-21,0.8388115144670076,0.21859320054538997
2023-04-23,0.8225440196819936,0.20092349792125505
2023-04-27,0.6713982209045436,0.06612963982102045
2023-05-01,0.5911866580928182,0.13488649651191156
2023-05-03,0.565845550055901,0.2808536260734015
2023-05-05,0.565845550055901,0.05690415053490778
2023-05-07,0.5102538380731788,-0.17966816400208557
2023-05-13,0.4337549646792419,0.06111261705087699
2023-05-21,0.557471924752045,-0.0017369573604213112
2023-06-02,0.708617723529495,0.18146262179350447
2023-06-08,0.7298927149360342,0.22987239106464633
2023-06-14,0.8089728432181548,0.08389820224202955
2023-06-22,0.8089728432181548,0.1771519573385812
2023-06-24,0.7475697203826982,0.17016628699893604
2023-06-30,0.8240685937766352,-0.07315564201167654
2023-07-12,0.8240685937766352,-0.1022581737708449
2023-07-24,0.8113394274122862,-0.06222170560830685
2023-08-05,0.8702759988174724,-0.017646277666651437
2023-08-07,0.7585012361185477,0.09696476200235413
2023-08-09,0.725360677361051,0.004284754694397533
2023-08-11,0.8423555121792298,0.004401718297172064
2023-08-15,0.7507105563152122,0.006990110995700159
2023-08-17,0.6854873797466251,0.14792160676216382
2023-08-23,0.6282681700799658,0.0638918706482343
2023-08-25,0.6282681700799658,-0.025626768180761452
2023-08-27,0.639754258281671,-0.006680786395980719
2023-08-31,0.6130518208927843,0.1091731562073894
2023-09-02,0.5308093471324926,0.20187111691870266
2023-09-06,0.5568035820667387,0.3662483256325095
2023-09-08,0.622026758635326,0.35765995136766726
2023-09-10,0.6919751346663341,0.331333400628564
2023-09-18,0.6919751346663341,0.21552180693218734
2023-09-22,0.7922638091635535,0.08196879746675702
2023-09-26,0.7846293162593395,0.12292145260759138
2023-09-28,0.8329240723356282,0.23407546943407395
2023-10-02,0.7859728235800747,0.15751224092997942
2023-10-08,0.7859728235800747,0.018650947516455272
2023-10-12,0.7859728235800747,0.12877624951348574
2023-10-16,0.7859728235800747,0.11694007186984516
2023-10-30,0.7859728235800747,0.11694188228800827
2023-11-05,0.8534503126306723,0.1758811743709148
2023-11-07,0.7710329266052854,0.06660978417665282
2023-11-11,0.8204203801236793,0.08887116739751834
2023-11-15,0.6881901373800853,0.2533636130547661
2023-11-23,0.6881901373800854,0.029766107850411592
2023-11-25,0.6881901373800854,0.1428539262988778
2023-12-01,0.6881901373800854,0.1428361739241239
2023-12-03,0.6881901373800854,-0.0745232089875841
2023-12-19,0.8045552410894752,0.05006791275568837
2023-12-23,0.7940002303893746,0.02430158466788141
2023-12-25,0.8917157477534498,-0.06903350339718753
2023-12-31,0.861100315769043,-0.06962866929104468
2024-01-06,0.861100315769043,0.03458392065072746
2024-01-14,0.861100315769043,0.2645617793167287
2024-01-20,0.7033270426702494,0.3953817070894686
2024-01-24,0.7033270426702494,0.31801343791692316
2024-02-01,0.7770965695372809,0.4943248699056822
